263619805509332/5726449 9352362195786950435664/13703392457
1529754761/16 5718280835565/64
618021484/9 -9679789503640/27
198608289285001/2702736 -1269680239874429562925/4443297984
108655316 -303290197200
11248126469/100 -370224836454303/1000
53530331 578808344670
-53791444 1642537754280
-8646080564/81 1253300485325320/729
6682737236 546149562995760
97245692 -113531625000
555127676 -12600215777880
4265373884/49 -28168349707800/343
213532616 -2436059183700
88257128651/5041 372611347599492090/357911
