538735389523808468 -259348648699282394666700000
3766424613712733133502004468/237190801 230423239154643328230904375287312901968000/3652975526201
1717375812584136443564/2809 -21472717507762424677033351314888/148877
-73296628303894283113576492/496888681 -11231614258926122820179603854052043062400/11076145588171
-508214366207101641388/361 3752527720582105351859426065920/6859
72941942811737457492544748/133841761 387291368937293819455100075507752677000/1548415333009
-312304029301127837596/1849 -81918987334408836173085176569392/79507
-72682075580433118361846508/158432569 2395658675323978209252332989025825763200/1994190746003
-338478147396461918636/1089 40468858978875044878917070638688/35937
1852159475788634925962673428/2917188121 15593658250791542075899822973274745766400/157560247603331
1064748318104664845204/1849 16147904502280631902776056212992/79507
3922347826153685348 7397996783751457991604216720
856051676508809654132/289 23014533659932058239951543748160/4913
4514748739949900288504699444/82864609 -303271749846122987311842993322718914457472/754316535727
883227577306065996164/625 -17850659136489026904399457553712/15625
29032416908134084788 156282637020220805488525873280
574296098312546630723732/375769 314555989102921024731935217862369920/230346397
632253320714231402839429143857/777063406144 17419024012824300867659232834302630420377545/684990717276809728
13536461162726924605098548/13535041 19783375733542687272413836711986781440/49795415839
