2712538473556 -4467436915143786320
72615168047506896021660268478403103428053403869656458976326086216/2375178758166243043074202392326826666531731531148554209 -17897173937391941983691666751480649065944864073661475643234752456554213355917119611668900527894480/3660534049291959578749876450704200033792608822439690247745788657489104413085019823
48956844469056/529 -339050466007268708160/12167
50178566024 -10865438117640240
14279561700992/361 -51127370728446462528/6859
22367827951936/729 -96817167274041805760/19683
11594529527684/1681 10426985016181326720/68921
2194792006976/289 319527628636856640/4913
79509693083361/9604 81170157156022503465/941192
251897295451136/29929 538887485164173263040/5177717
498261179626324/50625 3693315759495988522832/11390625
194522633305405/14641 1644752730648824672287/1771561
23461517056 3091044038441920
14259278718957120/1907161 202013719890126157735488/2633789341
631516634420/121 509248253440784208/1331
