4078041259480317112/9 -8235256265871708397867670080/27
3593517274824105544/81 -6811580958569768368725114592/729
65554377206988649/36 -16124573198339556102902467/216
359773925380543488/841 -94133217130194512790227440/24389
2232900925924751383532/7360369 -13005651983070398875051256130560/19968681097
288028626599061 -908295957363279970007
145147882026328 -4605337779331887948480
70108859420721143898968/58507201 16952509070056812766447728044144960/447521580449
3422863249236716 197926172770297116047968
3949767952881568 246047821408974277782960
164706344125664194229308/31348801 66508154033606263301119711496615280/175521936799
69742538812846840040504/200647225 -3750983110849616974791196011814592/2842167942125
22925311425533159116488/383161 3471006495116294255730135520092320/237176659
