7286786547946284/1681 -622017778329479376818064/68921
2651704780659/25 -4297648034270701698/125
44406697056 -9117160407319692
27810122880 -4346793796386132
40688847337884/2209 -224409508141390345536/103823
10682759900 -703890847313472
61582486444/9 -3865815278248976/27
26665787397/4 -1006585127524431/8
6212117724 -97116346681536
992078964536628252/172318129 -234326077420675781861925696/2262020079383
835579994124/9409 -609144771452717341296/912673
30472876428 5038782200179728
284761033554086604/5313025 149238499881642217775247792/12246522625
