81555316 -395371437120
-145893875444/841 43963207947319320/24389
-100926764 2218684358880
4793159693764/66049 9421707415459466160/16974593
89102891 243304359380
12437786584436/130321 1537539286789342720/47045881
12058747486964/85849 14659223355067471840/25153757
290943412 4119538847616
509013556 10800602334720
1918063396 83620169970480
277354612 3761694091584
