167855255027920 -2161308169232358269760
144953339554000 -1730850585838730032320
731645627090586059920/24433249 -16500361310497019036490843974400/120773549807
15046254633520 -24839379927754791840
394244546822701840/26569 -101849288169277069202799360/4330747
20552756825913520/1849 -220436009011350931226400/79507
267060395602384/25 -398935071436516429248/125
9353949953680 -9526435269867129600
6048958960720 -26280204001861728960
1918415552484255760/94249 1765083366573668014349790720/28934443
1491658710978653584/9025 1810237726220438021264497152/857375
336130060174480 6152889026665095724800
1453956319473040 55435761934482064181760
1687581556204758554406160/64821669201 -1721177821583532564473101529142408320/16503661800243801
39133954024856908253200/49042009 -7739415917887262294373715911018240/343441189027
482496455118480 -10590299775354807379200
1864869943475196640/289 -2546659827032124687396866640/4913
