3792480845748091008 -7385338801518772335204074496
85742959793064694312320/67081 -25099745967203316852566736465557760/17373979
975439372923873600 -962898655678630774888424640
416889144317963756160/5041 -7976401996480117489855479513600/357911
10957157000810107200/169 -32662109190495552323653500480/2197
575559725230528920240/37249 3958396733301640655248088065200/7189057
17179722167564160 6677121235952196691200
429398110409419344/25 -2451505186494928223023728/125
26225143761992710619520/1560001 -389430904776567747191619074991360/1948441249
418025784751351600/9 220349716646236794681899120/27
49283496031787760 9128995836030610475535600
53136627006441600 10483849831007110109967360
413040003262018560 264715932472583270923036800
4437731972953325886120 -295625302650864978460483332477960
20420245558904193360/1849 119461116408307745764009307760/79507
49544905938065280 9219471657483362845489920
