-3665652264328083413384 -282958259249141825927423702435040
781736465585000975896 86631734205036287554150919563200
5060138794008145497496 137642728611696556910242683009600
8867360226247754819896 694212950583000265742432596288800
5269841412662469428632 173101852536097946304676073693760
-1679676791673481836704 -264522025484492649938794180269000
-29666703514651498703639/16 -17307761259666124103931733486471875/64
1028534464393349854573171 1043092047444831864363414955931718750
-18909994672485257243336/9 -7493344082641654153265652815260000/27
10118867460808819568856 886770825211434821149031074993920
4797376797256992259696 83766376166054518415728899757800
22840667593727672488663864/9 109159682409981184065031905831007472800/27
-5354609202024730890704 -149120376062013566160626288151000
21491028626988700343932984/1369 94295149814971715682131521093937622240/50653
116513707656967775960344/25 4998322595488309015953000974038272/125
19934878842195369171149184/1849 78919875139790296975030269420760113480/79507
42358060956775858142495416/961 273767599674911999534059302768338755680/29791
4095764975940494520566262976/259081 248282064415789930461620790573695016867000/131872229
-5700969771220616529329 0
