92533590995083100/6889 -25131762056467812484939200/571787
-1282206052244628258750281717163544372634874799225/181669917832596013372248854401165441 718039087511767907121754869040983184705497146446501221122577459605968650/77432722591359347574411162639397688038003518857800511
378711079352615676/57121 -142083703113340258931255616/13651919
5629283520380 -6375660991427784000
8346670789469075900/1560001 -10324081639672136660674089600/1948441249
4942705107580 -3761491449755300800
1269477095033900/289 -8646454831431684498000/4913
896313884656722515/229441 1685751295916931597608100/109902239
3798699880314980/961 6373192094964546066600/29791
1430134715448300/361 1680480369739831690800/6859
4096191313300 715259359354740200
322157421867197060/76729 22821521470548959433261000/21253933
67970791480505/16 79871412772359856725/64
5621693318104700/289 399011991100946045793600/4913
2189992380270021219020/11377129 -102423963603474031786933951950000/38375056117
838763029071523180/212521 18802431911173113506657200/97972181
