21929638409782212 -3247319401289110944638884
3537292927637136 -209975751886461568760600
1472543566087976 -55898028110209166814800
-106461656739919036/1849 208463677045668120700301300/79507
-31881040869628124/2401 259811021847991046829263300/117649
904980822794776875659/7546009 3583820445800357789169337959100/20728886723
1938624165430395657236/15452761 4993255002089128989414721471300/60744803491
204683112488226877800/1545049 198262119636506872460596765424/1920495907
138742340921216 217168833403729688600
260684773970772 3012210930752070551756
511673435933964538364/1885129 8515650403993336673492734990700/2588282117
6273249837314494504/7569 15197686402448516522515492400/658503
139218589903840 226395413476039729288
10031651406446716 1004507160613910261060900
227361161872845308522876/1100401 -108411204328778134948771727640295300/1154320649
-9037767909883359064/83521 69528379780929690212538657200/24137569
-118131423461681068/7921 1569499383043369249214321684/704969
8223963461066084/169 3058040397488121821654900/2197
106396963070557520/841 1710610921261537454552008/24389
