154616928984 -60644990905873920
813382986599858808/22819729 701592316308698578744758624/109009845433
62181474524464201325515160819558225428178662824479333025627694403180063855363755704/78628972148638015015883127861057058600340333167427204351745033251476921 -15504186346695360685495932966673053907111853144522008588226443475868561095485190324731134299197467577342499418916369882347360/22048238484686128658505299598472984420319224184184641865815780447366185927963834798999026842270561705035219
443987910828408/82369 3446766235000145013216/23639903
15334073737627176/2122849 387782700954341053672080/3092990993
39678065632632 -249934218929420861472
572806301528727000/1229881 -433400553628751180422222272/1363938029
4027578844349424/32041 -254638880444545341701880/5735339
44509265256456/625 -293536085066974777104/15625
7573676801040/169 -20256728777453759976/2197
204729103944792/6241 -2779783124313358171008/493039
1480369956901752/72361 -49896344036114604476448/19465109
18530827560 -2146905410478192
