40496819866440984496/9 -257709724947628263736675162480/27
32073827110418943112/81 -181615392225522092280476803672/729
1033167768758508384/169 -504049005549365679307872800/2197
348975877497243138221696/78552769 -23704318077293923475152118921144960/696213191647
157375705483764349/36 -6177157297823934146259955/216
3951770045929984 -37816062385289161159680
13951748666332005/4 -666805190873054920732801/8
1588782105777078314330624/177129481 1478045482456748073715389679033031680/2357416262629
40334475807330944 7975814639508877528581760
47674171428506992 10293561765213179966038032
27375647738629386195350656/416445649 142383689224956124320716789898975208320/8498406359143
11077986025486944 -958256237750850593158240
36910197128533696/9 -719639086525116880915520/27
7232211011603544 -377654043475312346983240
958840811559232389664/198025 -6621307588245963011110945545312/88121125
