-35117855325988 1150043559624478955520
26828598753002074606010070566393124845313574677747074742324695253241620997825814789767066608317400494604868794498260325567050556/26126524548385952140563997430885465708432134221223602028567444580502461521767441892252244359458692289814898700649 -137901446199489624991183625383193341690728649870130180747861767794575484193470364613803802097544938105954261967451938660596332311418849697399175782933301200361885537094079187246356749048080640/4223013434690316714189934069172086955160428173744629407363622355863248821848605132883359874484312227891842558633871400112175104641066640555536693301303008613638686338357
-88981847602468 1251388220171905728000
146221243423532 -1202820710540383141200
-32322797828452 1133666377821180107712
-59385177093348 1250612371045259252800
145907979391068 1196657142650011779968
-139697644385788 629269019928342024120
238430748681148/9 -15969133058281935016960/27
-105068634693820 1175064973212345166728
-67339981317988 -1265578314108822060480
1368326193358652 50395794015201993482400
56757763559388 76012962366810222848
-83201309707428 -1263911931947594276480
2105352394385660 96423085029599456048928
39340125785900 -419922818315697598128
-148402744419556 -10245273805524081600
-145259589627700 -388097414372943322128
439785423001628/49 271409632417494941898240/343
