471293266160263596/105625 276347811287535510881465856/34328125
140369381438117891956527093052774560756671765237188897521573679673718474810946793581677693894389782748187501815337/262195953244866758769817568599292131238685375031485230021033340964256387075260835807814426776658064 52590019934045919529859610236008225104321967407165375739454834161134970821852695217286586259186787098609678577586409262777306553962260145663376446721142086071203367576125/4245599042740370558561066576043762723283995682876207626618359987685637405566385841108098389499737582487440844540419040761690694166195299595002103488
180092834680363333/5476 76188692918053320814147225/405224
40636338553788 258511920055340573520
25522481174173337109912481068/51689755376223721 22323915772724755802628237530686755409848000/11751862874442201757950731
35291166232908 -209084109002555025600
5161599559308 -10422915846083136000
3185643169308 -4141439143200054000
625276720044492/289 -7012910718778818248640/4913
6311157252847068/3721 -39543275768411094642000/226981
17840766823858252/10609 -90991784334265573740160/1092727
67884284530504588/40401 560998609287672620105920/8120601
1910167968264491148/1018081 731368110777852419938339200/1027243729
1925437200348 836099182982291760
579425730528012/289 5079649917762882144000/4913
1764260466369612/529 55599108304031414173440/12167
