66882679644 13975351771831352
-109977537876/25 656072489867782168/125
96013114384/9 27656996374893088/27
-1892813216500/49 1974615408445196728/343
143049082761/16 123719807142058949/64
-23853439076 7067660958543048
6678087633629/169 6335744808950599147/2197
10500034749 1141436027393173
36255839180 534816924431096
283818865924/25 23469787341975432/125
55292330960 9303212378979904
11376943312 0
