5758902330567966712/9 -13819988812045320270939833920/27
6439248075040495240/81 -16335479142709457733878963680/729
382889599831597753/36 -233409324592028354395076875/216
5845203321101807808/841 -13652887764588846625055241840/24389
3003181201931493 -136765210570118860311615
18569791744675203572812/13344409 250877680628469540655935120952320/48747126077
97284456723810334338184/63696361 10334767186448208898817812670505312/508360657141
154644611572691665801816/78234025 37781692240837861759832616337551936/691979951125
2885376016018540 126721115356021279267680
3118323592634464 146741163157565309414448
16344491930375377/4 -1893202461186603241978305/8
