609147216856736 -15029831388458759980800
3061201789652128/9 -169209955444615153316864/27
281550663104079 -4717753540811556984620
1947344484324256/9 -85734167825050638826240/27
172932803066040 -2265909830369574524408
4736365574693220256/1071225 19073110673398751726123471104/1108717875
11965970091097224/2209 1257237191784274060571960/103823
885381695847718816/133225 132221698176580639173688064/48627125
12961065921442133816/1934881 -4400699602874497136609277960/2691419471
544799939708576/25 10222359714659490714624/125
44794195313186464/1681 8206769717122187366032640/68921
81640366451604437480/2337841 678222664392576950389624074648/3574558889
14677674157172552294656/25170289 1777644181456903697429403784032160/126279339913
838470234054087456/124609 7670992832541241628064640/43986977
10350093726636408736/16129 33288932923128634319833717760/2048383
5136063623360 13629200601670194912
