42035438730428652 -8617555177732251292575276
5226314772197976 -375687966264179140672200
2450649119976496 -118312779711001834108400
-5926627722346818141/1203409 10992890243552683228535638604700/1320139673
271237703145076 730724553055356021500
264684307744056 -1108397740751352394200
232793906725320 -2356058292481184828472
1035378840919598124/1849 632886510729648183970383900/79507
2162373074529528396/2401 2653718909571026557112105100/117649
2005822815170556 86562955582298396849700
127869429102917296420/59049 1400496397442845951253931117244/14348907
38266049438480960643516/51566761 5711295108469099540417807924809900/370300910741
4443081173517399496 9365400798854576820411961400
1099402150200060 32299079829012287933148
2920555363245096 -155049544017156272491800
14927879198416068084/55225 -10284991898229485777851752852/12977875
227416128468976 -2534798777803704978800
831128595891639653442999/4096896049 -865867791924566636140636291556860050/262230025408343
747258873901297194156/4541161 42540476210724810492110823997500/9677214091
