71794305242088565/36 -13086194080370081465823625/216
1576910317588825686180850399694851958955344974017674216501830405137500960/1166957099281599880877752415842172012793418350116452432849 -681750010276718415167899773532742607207810206141320972011895704121994024362955266052034361760647172573646000/39864134148303893544482426440722373715735947783696361515532447804156368145077338464743
28390066702244552/49 7851138344505985195059912/343
1475654274117155 -25195911008910414233190
114885292568290519832239012397083997103231566394511564089398838343739835684818327224247956013488340072677093472420893876234415/52630845723564217537721410024031005218413379351461505285846838546685698915262080918768446009301075845228348289 28388518827062730501047299538183763377002592423541994180657013657597016405917094949235658630026690346592926941928071022866105171930123616288754819822758258284962349603824709354946009196860/381821626302008893427020869911022313378542164887047805614431865783405394422524513949182254377061971394182925502464547904247606687083398148145355878364034160210902337
34793346908360105/16 -4719127902187809557023965/64
1459191718707275360/529 1452294517392906387287804400/12167
20991874823286185/64 -17590469134165526517235125/512
-54850038569784592/121 -79714119259251206297709696/1331
6037015828360208 450160687835008196850144
921743153218544 -1340390564044275168000
-1826939491926352 -45154819869825733780416
792875695391440 11628673230240174885600
1589635188483440 -32689717397505092073600
-1804515851410960 -46775961481385474208000
27160040421912560 -4466450035931654702833920
1459667988289040 24153581097570859092000
299129935039514240 163599495105719828181805200
