15086899222772864/25 -1846566599900601639348288/125
-520790865586458591350029349791799569536960878005797235532706254184/9038792270026946535459188783775722505033199974402769 96499040890287701169989664891745063070069661173483783225391132858531295112597287487369285619825160/859341149182610541638736118158378472851180306128569187346917519874593798047897
233453061194816 -3486513200934691509120
484826921003631622784/4490161 -9627637652790260476822151398080/9514651159
90946245611904 -749937250588973487040
359948967360358582656/5678689 -5024826846304335789707314755520/13532315887
2258102604294487504/63001 749894581994806368481401040/15813251
5797657816420816600/151321 4519795625564482018843978072/58863869
1094645454836056/25 17274356433447500883496/125
55856591467216 278267207575928370800
3333679509964084240/56169 4271635339284816385276009616/13312053
46451911110144 -168283091601908803520
12904696178384832030784/47045881 1441759574706825160900807235893120/322687697779
2294187462992338143904/11215801 -106688287598662942398580104556960/37561717549
175353946126192 -2231240915137981975088
22153199055731469184/477481 55313625064156636207710205120/329939371
50753205785633037681824/1434818641 -2245444071115278735462864187200480/54349495302439
