8764865785352/841 -19756075415343353856/24389
6354459608 54719776455120
-4758615256 -495842458717728
-2801981176 -474034082908992
-589302040 -354405585421152
47595897608 10262324371481280
1793423087597384/126025 66327560010934207474752/44738875
-2487317440 -462737039140152
6768892111880/841 10209391974303049728/24389
-1521997256 -416225902024272
6308836808 0
