12438659833950192 130797425469710189528640
58903089721770073758000/9878449 -39969081144403051733764636045501440/31047965207
528699407212415703408/24649 -7025505829243854723132930550080/3869893
-7899617126992170883152/316969 249509509006295247172416365368320/178453547
39120905606379832281/1024 -208570649942156259997566203037/32768
7581756024293364387000816/590733025 -612562708977788725912949728079369664/14357766172625
16610662603326192 718207982744576948487360
35554449750929227095050544/2303328049 -51708238194178137800280652378086454272/110543623055657
1681389140463363336/121 194721073344959393459819304/1331
6083220473293372272816/124609 430094252906253409894920451343232/43986977
542005080345938192 398683453272478414115420640
179679111935354822571568/3560769 -69469798614116722564414085741196800/6719171103
70690274018416745591771184/5277877201 -11328879581385568806812381378714831616/383432500775449
29792148219347613/4 -8350172218350582218945325/8
198986591115183065153809200/2433152929 -2708210636091480616539919882206640922880/120020134528783
7945315595924352 -959384235276822640647600
268115338267307035056/19321 -382213402210550634590998868736/2685619
3434802718990269428432/249001 -15511542658217181043157827270560/124251499
-35647861724683347/4 -23238888532468211929354245/8
