127767995551388963724/25 -1444142622790843786072228234368/125
825035464124250972 -747896692320778032649781040
3085016485938711388/9 -5357907707248380960014447600/27
-23732881226427571572/1849 754742008603114613039309637120/79507
-6403913225591043588/2401 940618037419498582139573587920/117649
1859112378104107992556/65025 9920494145078708778657415575296/16581375
1253246390814169652244/42025 2499490456845594081562227381528/8615125
12373645571449929252785292/394459321 2779439409961760612170273213052321280/7834356574381
32741140399527532 734346003239451380764800
60387433883351052 10428119981526658937016480
43191842211739683984594252/687435961 205322796282282641756310900781057387200/18023883461459
2164166931398851687499052/74839801 329821588543800826844940923039986080/647439118451
2282704703845527252 3447939805430366550937946280
45697238796789101868/529 261189715241668483577933704320/12167
2894610155552662236806566860492/86483322728881 766517781109650123590803060240355710922834400/804263853865733631721
54161620053501207828/2809 472015527141121398535967738520/148877
139512674962003968903208588/986148409 1546682842474361187137991657827554214400/30968018487827
10269949662032636332/81 30426736240762041345530717440/729
33636379257175059934284/1155625 570521526960802793839339955346048/1242296875
14738321813269797480218650860/757288069729 2058091471975350932217983877700165586203008/659009495903779567
