9163218748818930336/25 -27737009118715283475973367616/125
58311832672380084 -14065336319364446541493200
224066744321215300/9 -105428938884587060160106304/27
-2629181891263147104/1849 10169180722692133286979616320/79507
-1225887024783248040/2401 12919828862113890911270566512/117649
2764605992188587443012/2042041 47899415714485245708518334735968/2918076589
133349644574445107074032/87965641 3630270022527032473460461804212768/825029746939
1533785463424176 -2441203699419976260000
10994356009984432186257/6270016 150382639071347861191995229169607/15700120064
1976048121373624 26395801051055050646640
4881674326448112 294729162759180187233888
253526930650174088064984/49434961 111826586698681191225404206319151600/347577210791
-2063154170986182578577384/11161288609 115953093724910665788558776524553547120/1179156657675023
66027845379317484915679536/7211915929 514218332840640437440562940796726015200/612457536438467
2353761661054887684344/1530169 3318887110541259137587448729680/1892819053
3498060726643544558576/26569 206844984123279967601605817175520/4330747
2336385763075826094709029/1557170521 354966584859075458936360848632239685/61447505929181
6849451198993904 525994135423097598081440
78498030592627742784/17161 588875087961630154048618900800/2248091
