3841823910363016/9 238123597976219126416960/27
4739987100974920/81 326188175615225149515328/729
-528446204068710566077966355427306204828226167045533820600/363447887885914919647061685600751389229275721 13089899367400208007668576280269102063278747012268770208890686941342663154879990489728/6928882937648774797924004006013722353426640002169660870234982614981
6326757548025544/841 490289878175831637812480/24389
3879635325112 6945698347480985488
18569622407056/9 56321212057028186840/27
332870259925390216/263169 43792685714400559508211200/135005697
2009804834101451016/1682209 -192598815888360309140435840/2181825073
145040843063479560/117649 -9567457148571200039262464/40353607
180680189718967176/134689 -24931948214632024906039040/49430863
1584478872072 -1026226747417469312
1651886147624 -1170676867070058720
9157227521697817288/6235009 12137619555942523253410332224/15568817473
3879119529297619096/2712609 -3114332706860479207316430800/4467667023
243597245308621025544/19351201 3765991484027017055839380809600/85125933199
584712754829197000/175561 -392848635578986460596772608/73560059
