309544631499674188/323761 45756332720147073903872000/184220009
8161570005552500562594521021008564284512670080428365610732743554232573855698854206731370823807904564933566763796387539040945626964838857068547674249796942778426178652/11225055112368715824453446371811546015608240604798217315267259264774897187866766848258447492184668764449456774771402246605182887450015089461103857933736969 -388667941900033997341520247912414936745278021475515003792402442906937011046071145547116506657134382290405712597008084374538777381718718374458036597788099639260860204790377538303914148835056023850675435900439658118101492525208005191247035107017966000/1189276186722829316738959062727547829133567033220599343847065360769078932365149894733017695893651744254183281353936573385530615147817889840509686076408473819792151840559971503057081553647501543456945245139333732087374218692494450203
289151826170991468/546121 232641521850568342266662400/403583419
82302914721108/121 509656361959342422360/1331
16323459843656663628/22363441 34220343993525688507435584000/105756712489
24880281357370188/28561 1048309236673568795433600/4826809
1572252209590828/1681 16083121403205283047520/68921
3464565113714572/2209 131983256130844707904000/103823
1172233592932812/529 32482107476218325917440/12167
11861384148708 40528160407501961400
105998920482828 -1091207374232424122880
-7738980896178852/11881 2113971963255306855198000/1295029
-5711943293812787732/11485321 61028673957407669717771593600/38923752869
-3361161311535543932/19280881 114273819212772867816870380120/84662348471
-108418669652 1293052959927686560
25236960767332332/29929 1167102240449564200608000/5177717
