122748712071894160 -10860290514700720958903472
1767017366526673105602016/52171729 12776769083068744579622848195378012800/376836398567
1085706944914463107936/9409 5785694327288801374330494144000/912673
6659290165833705050131936/10582009 16554964222986333365299783347611740800/34423275277
4402004595126116757856/33489 99097506094039039458749210636800/6128487
10101740333353576800247264/403225 -32105783067088913268456070832480157312/256047875
5113078292642257504/25 -8109172783981096152199569408/125
18090713911756647506144800/166229449 -3417730589699424041993141525632200384/2143196285957
386644314951822719080/3481 -716361701998181765610674479368/205379
-39439920900044924275917056/281601961 296069241707253267561848665948251909600/4725562507541
-61132210869984279179/324 -226666887634380960464771283175/5832
15563106235723969956492592/188485441 -27904508599081495298698169339178912432/2587716619489
-37749649695410720 -57855102897224281771320192
-62653732693609629488/361 344054660767861273461130854192/6859
5158989670879605705670240/57168721 2830750718809627250534444378180421888/432252699481
10597504636337899249/256 -125644270515972098801639822775/4096
181045489890357619108960/1885129 7511063834905701846255713933328384/2588282117
425795054047504902040/4489 1122685217391685335939486839736/300763
85299070420963058396464/942841 -5874510446987893234201920837932400/915498611
-432826339602343633691360/2486929 -195612311501489307729582715866816576/3921887033
91167513477595072 -6010840322565219597470112
504585018409672336/25 4931720669807403853082261616/125
