-178921 1959640946
-8696 1757918304
755060 361068164
789376 198591480
1769884 859735404
2297008 2230387128
3625660 5883690636
6236464 14762289096
2988133/4 3123265689/8
20121544/25 1835962272/125
22990075/9 78163086412/27
48569284/25 165843408348/125
5651834483/2401 279542201776928/117649
190856153800/80089 55547174651869728/22665187
