1638766135604694436 2097758119923223035124229600
3560927279776926784644/529 212492430916927715104421291827200/12167
182268731588816536836 -2460754315198332763417992139200
252703481164046142642372/160801 -127026703163616656901956240343699456/64481201
963587088279274568484/1849 -29897824115971682770989229056000/79507
-6832919965561980 1698109569756813937332672
-3252916984269378902316/573049 716979948898810852348034200290000/433798093
1716973354835044/9 32553701518010342281280000/27
408382037859894110436/175561 71112540651408240119890742736000/73560059
1724859690222230724/289 2344179164170688369176780800/4913
108610082257760060641476/7134241 21208794544308328829687358863308800/19055557711
19492041685239876 2013317571685524652800000
54599730333230436 12274962799334621934794400
55780086262519681444/729 408356960448230435447671398400/19683
-18542949012966833340/43681 11572365760246689994974116702592/9129329
69001266790065441961201/355216 18067275829097626287994367037256175/211708736
8337294933807172 68725513706342532358144
55192228368990276 12485344660221408656486400
2506047965745178924953298020/20204063881 124484262627365116178573826057388848242688/2871825844109221
